canonical_composer,canonical_title,split,year,midi_filename,audio_filename,duration,prompt,caption
Isaac Albéniz,Navarra,train,2009,2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_08_WAV.midi,2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_08_WAV.wav,336.8719922,Composer:Isaac Albéniz;Title:Navarra,"Navarra, composed by Isaac Albéniz, is a charming piano piece that reflects the essence of Spanish music. This lively and spirited composition is written in the key of A major, delivering a vibrant and joyful atmosphere. The melody is characterized by its dazzling runs, intricate flourishes, and flamenco-inspired rhythms, which captivate the listener with their fiery energy. The style of Navarra embodies the spirit of Spanish nationalism, blending traditional folk elements with intricate virtuosity. Typical chord progressions include rhythmic ostinatos and syncopated patterns, creating a dynamic and rhythmic foundation for the piece."
Isaac Albéniz,Triana from 'Iberia',train,2004,2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_08_Track08_wav.midi,2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_08_Track08_wav.wav,259.8165412,Composer:Isaac Albéniz;Title:Triana from 'Iberia',"""Triana"" from Isaac Albéniz's 'Iberia' is a captivating piano composition renowned for its fiery and rhythmic portrayal of a neighborhood in Seville, Spain. The key of the piece is D-flat major, which enhances its intense and passionate character. The melody takes listeners on a whirlwind journey with its intricate runs and arpeggios, showcasing Albéniz's mastery of writing technically demanding yet expressive music. The style of ""Triana"" combines elements of Spanish folk music and Albéniz's distinctive impressionistic writing, resulting in a fusion of vibrant colors and dazzling harmonies. The piece is known for its rich chord progressions, often featuring lush and shifting harmonies that create a sense of tension and release, perfectly capturing the essence of Spanish music."
Isaac Albéniz / Leopold Godowsky,Tango,train,2009,2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_07_WAV.midi,2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_07_WAV.wav,171.3620081,Composer:Isaac Albéniz / Leopold Godowsky;Title:Tango,"The Tango, composed by Isaac Albéniz and famously transcribed by Leopold Godowsky, is a passionate and rhythmic piano piece. Its key signature typically lies in D minor or G minor, creating a melancholic and dramatic atmosphere. The melody showcases syncopated rhythms and strong accents, characteristic of the Tango genre. The style elegantly blends Spanish flamenco elements with influences from Argentine tango, resulting in a rich and sensual musical experience. Typical chord progressions in the Tango involve the use of chromaticism, augmented chords, and dominant 7th chords, adding tension and excitement to the composition."
Jean-Philippe Rameau,RameauSelections,train,2006,2006/MIDI-Unprocessed_11_R1_2006_01-06_ORIG_MID--AUDIO_11_R1_2006_01_Track01_wav.midi,2006/MIDI-Unprocessed_11_R1_2006_01-06_ORIG_MID--AUDIO_11_R1_2006_01_Track01_wav.wav,334.8540989,Composer:Jean-Philippe Rameau;Title:RameauSelections,"Rameau's Selections are a collection of piano pieces composed by Jean-Philippe Rameau, a prominent Baroque composer. These pieces are characterized by their intricate and ornamented melodies which traverse a wide range of emotions. The style of these compositions is distinctly Baroque, with its rich harmonies and complex ornamentation. Typical chord progressions in Rameau's Selections include the use of suspensions, trills, and dominant-tonic resolutions, showcasing the composer's mastery of harmonic techniques."
Johann Christian Fischer / Wolfgang Amadeus Mozart,12 Variations on a Theme from a Menuet by Fischer,train,2004,2004/MIDI-Unprocessed_XP_11_R1_2004_01-02_ORIG_MID--AUDIO_11_R1_2004_01_Track01_wav.midi,2004/MIDI-Unprocessed_XP_11_R1_2004_01-02_ORIG_MID--AUDIO_11_R1_2004_01_Track01_wav.wav,688.3986102,Composer:Johann Christian Fischer / Wolfgang Amadeus Mozart;Title:12 Variations on a Theme from a Menuet by Fischer,"""The 12 Variations on a Theme from a Menuet by Fischer"" is a charming piano piece that showcases the compositional talents of both Johann Christian Fischer and Wolfgang Amadeus Mozart. The key of the piece is typically in G major, providing a bright and lively mood. The melody is derived from an original menuet by Fischer, and throughout the variations, it is skillfully expanded and varied by Mozart. This piece belongs to the Classical style of music, with its elegant phrasing, balanced harmonies, and precise articulation. The typical chord progressions used in these variations follow the traditional patterns of the era, including common progressions like I-IV-V and ii-V-I, among others, all expertly woven together by both composers."
Johann Pachelbel,Chaconne in F Minor,train,2008,2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--1.midi,2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--1.wav,172.9699125,Composer:Johann Pachelbel;Title:Chaconne in F Minor,"The Chaconne in F Minor by Johann Pachelbel is a beautiful piano piece characterized by its compelling and expressive melodies. It is written in a somber key of F Minor, evoking a melancholic and introspective atmosphere. The piece follows a chaconne form, which is a repeating chord progression that serves as a foundation for the variations and melodic elaborations. With its poignant melody, sophisticated harmonies, and rich ornamentation, Pachelbel's Chaconne in F Minor captures the essence of Baroque music and showcases the composer's mastery of the keyboard."
Johann Sebastian Bach,"Chromatic Fantasy and Fugue in D Minor, BWV 903",train,2018,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--1.wav,636.4563614,"Composer:Johann Sebastian Bach;Title:Chromatic Fantasy and Fugue in D Minor, BWV 903","""Chromatic Fantasy and Fugue in D Minor, BWV 903"" by Johann Sebastian Bach is a highly virtuosic piano piece. The key of D minor sets a dark, intense atmosphere throughout the composition. The melody is characterized by intricate chromatic passages and rapid scalar runs, showcasing Bach's mastery of counterpoint. It follows the structure of a fantasy, with improvisatory elements, followed by a fugue with a complex and highly contrapuntal texture. The piece features typical Baroque chord progressions, such as sequences and sequences of suspensions, enhancing its rich harmonic tapestry."
Johann Sebastian Bach,"Duet in E Minor, BWV 802",train,2009,2009/MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_03_WAV.midi,2009/MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_03_WAV.wav,131.8348041,"Composer:Johann Sebastian Bach;Title:Duet in E Minor, BWV 802","Duet in E Minor, BWV 802 by Johann Sebastian Bach is a compelling and introspective piano piece. In this composition, the key of E minor adds a sense of melancholy and emotional depth. The melody of the duet is characterized by intricate intertwining lines that create a dialogue-like expression. Bach's signature contrapuntal style shines through with complex harmonies and frequent use of ornamentation, showcasing his mastery of polyphonic writing. The typical chord progressions in this piece feature rich and nuanced harmonies, reflecting the Baroque era's emphasis on harmonic exploration."
Johann Sebastian Bach,"Duet in G, BWV 804",train,2009,2009/MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_04_WAV.midi,2009/MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_04_WAV.wav,125.1855052,"Composer:Johann Sebastian Bach;Title:Duet in G, BWV 804","The Duet in G, BWV 804 by Johann Sebastian Bach is a delightful piece for two pianos. It is characterized by its key of G major, which gives it a bright and uplifting quality. The melody is intricate and interwoven between both parts, creating a playful and joyful atmosphere. The style of the piece showcases Bach's mastery of counterpoint, with each piano part complementing and responding to one another. Typical chord progressions in this duet include sequences of tonic and dominant chords, adding depth and richness to the composition while maintaining a sense of elegance and simplicity."
Johann Sebastian Bach,"English Suite No. 2  in A Minor, BWV 807, I. Prelude",train,2015,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--1.wav,285.8010417,"Composer:Johann Sebastian Bach;Title:English Suite No. 2  in A Minor, BWV 807, I. Prelude","The Prelude, the opening movement of Johann Sebastian Bach's English Suite No. 2 in A Minor, BWV 807, is a captivating piece characterized by its majestic and virtuosic nature. The key of A minor provides a sense of melancholy and introspection throughout the composition. The melody is richly ornamented and showcases Bach's exceptional contrapuntal writing, featuring cascading arpeggios and intricate hand crossings. The style of this prelude is influenced by the Baroque era, with its distinct rhythmic patterns and frequent use of trills and mordents. The chord progressions in this piece often follow the typical Baroque harmonic structure, including sequences of suspensions, dominant-tonic resolutions, and various ornamental embellishments."
Johann Sebastian Bach,"English Suite in A Minor, BWV 807",train,2018,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_06_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_06_R1_2018_wav--1.wav,1324.778323,"Composer:Johann Sebastian Bach;Title:English Suite in A Minor, BWV 807","The English Suite in A Minor by Johann Sebastian Bach is an exquisite piano composition. With a key signature in A minor, this suite delivers a melancholic and introspective mood. The melody showcases Bach's renowned contrapuntal mastery, intertwining intricate lines and graceful ornamentations. The piece embodies the Baroque style with its precise and rhythmic phrasing, while the typical chord progressions include sequences of arpeggios and rich harmonic modulations."
Johann Sebastian Bach,"English Suite no. 3 in G Minor, Prelude",train,2008,2008/MIDI-Unprocessed_08_R1_2008_01-05_ORIG_MID--AUDIO_08_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_08_R1_2008_01-05_ORIG_MID--AUDIO_08_R1_2008_wav--1.wav,168.8620106,"Composer:Johann Sebastian Bach;Title:English Suite no. 3 in G Minor, Prelude","The Prelude from Johann Sebastian Bach's English Suite no. 3 in G Minor is an exquisite piece known for its impeccable craftsmanship. In this composition, Bach explores the key of G minor with its melancholic and intense character. The melody showcases Bach's ability to intertwine intricate musical lines, creating a sense of drama and emotion. The style of the Prelude is characterized by its contrapuntal texture, where multiple voices intertwine and create harmonically rich passages. Typical chord progressions in this piece include sequences of diverse harmonic patterns, including modulations and suspensions, resulting in a captivating musical journey."
Johann Sebastian Bach,French Suite No. 5 in G Major,train,2004,2004/MIDI-Unprocessed_SMF_02_R1_2004_01-05_ORIG_MID--AUDIO_02_R1_2004_05_Track05_wav.midi,2004/MIDI-Unprocessed_SMF_02_R1_2004_01-05_ORIG_MID--AUDIO_02_R1_2004_05_Track05_wav.wav,968.256759,Composer:Johann Sebastian Bach;Title:French Suite No. 5 in G Major,"Johann Sebastian Bach's French Suite No. 5 in G Major is a remarkable piano piece characterized by its lively and joyful nature. The melody is melodic and diverse, with cascading arpeggios and intricate ornamentation that showcases Bach's incredible counterpoint skills. The style of the piece is Baroque, with its precise and structured composition, while the typical chord progressions involve the use of Bach's signature sequences and modulations, creating a sense of compelling musical tension and resolution throughout the suite."
Johann Sebastian Bach,"Italian Concerto in F Major, BWV 971 (Complete)",train,2014,2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--1.midi,2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--1.wav,784.8589908,"Composer:Johann Sebastian Bach;Title:Italian Concerto in F Major, BWV 971 (Complete)","The Italian Concerto in F Major by Johann Sebastian Bach is a masterpiece of the Baroque era. It showcases the key of F Major, known for its bright and joyful character. With its lively and exuberant melody, this composition highlights Bach's impeccable craftsmanship. It is composed in a concertante style with virtuosic passages, and features typical Baroque chord progressions such as intricate counterpoint and sequences."
Johann Sebastian Bach,"Italian Concerto, BWV 971",train,2018,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--1.wav,732.7890642,"Composer:Johann Sebastian Bach;Title:Italian Concerto, BWV 971","The Italian Concerto, composed by Johann Sebastian Bach, is a vibrant and intricate piano piece. Its key is F major, which sets a lively and joyous atmosphere throughout. The melody in this concerto is characterized by fast and virtuosic passages, varying in intensity and ornamentation, embodying the energetic and spirited nature of Italian music. The style of this concerto reflects Bach's mastery of Baroque composition, with its precise counterpoint and elaborate ornamentation. Typical chord progressions in the Italian Concerto include the use of dominant-tonic relationships, sequential progressions, and harmonic suspensions, all contributing to the rich and harmonically pleasing character of the piece."
